date,symbol,open,close,volume
2015-01-13,BTC,267.39,225.86,72843904.0
2015-01-14,BTC,223.89,178.1,97638704.0
2015-01-15,BTC,176.9,209.84,81773504.0
2015-01-16,BTC,209.07,208.1,38421000.0
2015-01-17,BTC,207.83,199.26,23469700.0
2015-01-18,BTC,200.05,210.34,30085100.0
2015-01-19,BTC,211.47,214.86,18658300.0
2015-01-20,BTC,212.91,211.32,24051100.0
2015-01-21,BTC,211.38,226.9,29924600.0
2015-01-22,BTC,227.32,233.41,33544600.0
2015-01-23,BTC,233.52,232.88,24621700.0
2015-01-24,BTC,232.7,247.85,24782500.0
2015-01-25,BTC,247.35,253.72,33582700.0
2015-01-26,BTC,254.08,273.47,106794000.0
2015-01-27,BTC,273.17,263.48,44399000.0
2015-01-28,BTC,263.35,233.91,44352200.0
2015-01-29,BTC,233.35,233.51,32213400.0
2015-01-30,BTC,232.77,226.43,26605200.0
2015-01-31,BTC,226.44,217.46,23348200.0
2015-02-01,BTC,216.87,226.97,29128500.0
2015-02-02,BTC,226.49,238.23,30612100.0
2015-02-03,BTC,237.45,227.27,40783700.0
2015-02-04,BTC,227.51,226.85,26594300.0
2015-02-05,BTC,227.66,217.11,22516400.0
2015-02-06,BTC,216.92,222.27,24435300.0
2015-02-07,BTC,222.63,227.75,21604200.0
2015-02-08,BTC,227.69,223.41,17145200.0
2015-02-09,BTC,223.39,220.11,27791300.0
2015-02-10,BTC,220.28,219.84,21115100.0
2015-02-11,BTC,219.73,219.18,17201900.0
2015-02-12,BTC,219.21,221.76,15206200.0
2015-02-13,BTC,221.97,235.43,42744400.0
2015-02-14,BTC,235.53,257.32,49732500.0
2015-02-15,BTC,257.51,234.82,56552400.0
2015-02-16,BTC,234.82,233.84,28153700.0
2015-02-17,BTC,233.42,243.61,27363100.0
2015-02-18,BTC,243.78,236.33,25200800.0
2015-02-19,BTC,236.41,240.28,18270500.0
2015-02-20,BTC,240.25,243.78,23876700.0
2015-02-21,BTC,243.75,244.53,12284200.0
2015-02-22,BTC,244.54,235.98,19527000.0
2015-02-23,BTC,235.99,238.89,16400000.0
2015-02-24,BTC,239.0,238.74,14200400.0
2015-02-25,BTC,238.89,237.47,11496200.0
2015-02-26,BTC,237.34,236.43,13619400.0
2015-02-27,BTC,236.44,253.83,44013900.0
2015-02-28,BTC,253.52,254.26,13949300.0
2015-03-01,BTC,254.28,260.2,25213700.0
2015-03-02,BTC,260.36,275.67,40465700.0
2015-03-03,BTC,275.05,281.7,50461300.0
2015-03-04,BTC,281.99,273.09,41383000.0
2015-03-05,BTC,272.74,276.18,41302400.0
2015-03-06,BTC,275.6,272.72,28918900.0
2015-03-07,BTC,272.29,276.26,17825900.0
2015-03-08,BTC,276.43,274.35,22067900.0
2015-03-09,BTC,274.81,289.61,59178200.0
2015-03-10,BTC,289.86,291.76,67770800.0
2015-03-11,BTC,291.52,296.38,33963900.0
2015-03-12,BTC,296.13,294.35,32585200.0
2015-03-13,BTC,294.12,285.34,31421500.0
2015-03-14,BTC,284.44,281.89,22612300.0
2015-03-15,BTC,281.42,286.39,11970100.0
2015-03-16,BTC,285.68,290.59,21516100.0
2015-03-17,BTC,290.6,285.51,21497200.0
2015-03-18,BTC,285.07,256.3,57008000.0
2015-03-19,BTC,255.88,260.93,52732000.0
2015-03-20,BTC,260.96,261.75,18456700.0
2015-03-21,BTC,261.64,260.02,17130100.0
2015-03-22,BTC,259.92,267.96,18438100.0
2015-03-23,BTC,267.89,266.74,22811900.0
2015-03-24,BTC,266.58,245.6,40073700.0
2015-03-25,BTC,247.47,246.2,35866900.0
2015-03-26,BTC,246.28,248.53,25730000.0
2015-03-27,BTC,248.57,247.03,17274900.0
2015-03-28,BTC,246.98,252.8,16040900.0
2015-03-29,BTC,252.74,242.71,21699400.0
2015-03-30,BTC,242.88,247.53,23009600.0
2015-03-31,BTC,247.45,244.22,22672000.0
2015-04-01,BTC,244.22,247.27,22877200.0
2015-04-02,BTC,247.09,253.01,26272600.0
2015-04-03,BTC,253.07,254.32,23146600.0
2015-04-04,BTC,254.29,253.7,12493500.0
2015-04-05,BTC,253.76,260.6,19649200.0
2015-04-06,BTC,260.72,255.49,20034200.0
2015-04-07,BTC,255.27,253.18,18467400.0
2015-04-08,BTC,253.06,245.02,30086400.0
2015-04-09,BTC,244.75,243.68,21643500.0
2015-04-10,BTC,243.69,236.07,28882000.0
2015-04-11,BTC,236.02,236.55,16365200.0
2015-04-12,BTC,236.54,236.15,12387900.0
2015-04-13,BTC,235.95,224.59,31181800.0
2015-04-14,BTC,224.76,219.16,31719000.0
2015-04-15,BTC,219.07,223.83,22562000.0
2015-04-16,BTC,223.92,228.57,24805400.0
2015-04-17,BTC,228.57,222.88,20429800.0
2015-04-18,BTC,222.85,223.36,12939000.0
2015-04-19,BTC,223.46,222.6,15021500.0
2015-04-20,BTC,222.61,224.63,18364700.0
2015-04-21,BTC,224.62,235.27,24978000.0
2015-04-22,BTC,235.6,234.18,23847900.0
2015-04-23,BTC,234.05,236.46,17036000.0
2015-04-24,BTC,235.97,231.27,21448700.0
2015-04-25,BTC,231.24,226.39,13957200.0
2015-04-26,BTC,226.41,219.43,28943700.0
2015-04-27,BTC,219.43,229.29,38574000.0
2015-04-28,BTC,228.97,225.85,21469200.0
2015-04-29,BTC,225.59,225.81,18936500.0
2015-04-30,BTC,225.69,236.15,33818600.0
2015-05-01,BTC,235.94,232.08,18815300.0
2015-05-02,BTC,232.34,234.93,12535500.0
2015-05-03,BTC,234.88,240.36,18494100.0
2015-05-04,BTC,240.36,239.02,21223400.0
2015-05-05,BTC,238.85,236.12,23929100.0
2015-05-06,BTC,236.25,229.78,29587200.0
2015-05-07,BTC,229.66,237.33,29064400.0
2015-05-08,BTC,237.2,243.86,27445500.0
2015-05-09,BTC,243.77,241.83,19790500.0
2015-05-10,BTC,241.73,240.3,15019100.0
2015-05-11,BTC,240.3,242.16,20892300.0
2015-05-12,BTC,242.15,241.11,19282600.0
2015-05-13,BTC,241.4,236.38,27180100.0
2015-05-14,BTC,236.21,236.93,24413700.0
2015-05-15,BTC,236.96,237.6,16329400.0
2015-05-16,BTC,237.64,236.15,11089700.0
2015-05-17,BTC,236.01,236.8,11134300.0
2015-05-18,BTC,236.89,233.13,16780300.0
2015-05-19,BTC,233.04,231.95,14241900.0
2015-05-20,BTC,231.89,234.02,15499400.0
2015-05-21,BTC,234.02,235.34,15108900.0
2015-05-22,BTC,235.32,240.35,27003000.0
2015-05-23,BTC,240.29,238.87,14605000.0
2015-05-24,BTC,238.98,240.95,11508000.0
2015-05-25,BTC,240.93,237.11,14423900.0
2015-05-26,BTC,237.1,237.12,16425000.0
2015-05-27,BTC,237.07,237.28,18837000.0
2015-05-28,BTC,237.26,237.41,13829600.0
2015-05-29,BTC,237.38,237.1,14805000.0
2015-05-30,BTC,237.09,233.35,14098600.0
2015-05-31,BTC,233.13,230.19,14730800.0
2015-06-01,BTC,230.23,222.93,26090500.0
2015-06-02,BTC,222.89,225.8,20459000.0
2015-06-03,BTC,225.74,225.87,17752400.0
2015-06-04,BTC,225.77,224.32,14728100.0
2015-06-05,BTC,224.15,224.95,18056500.0
2015-06-06,BTC,225.01,225.62,11131500.0
2015-06-07,BTC,225.6,222.88,13318400.0
2015-06-08,BTC,222.88,228.49,23378400.0
2015-06-09,BTC,228.54,229.05,28353100.0
2015-06-10,BTC,228.99,228.8,15904800.0
2015-06-11,BTC,228.85,229.71,14416000.0
2015-06-12,BTC,229.71,229.98,14017700.0
2015-06-13,BTC,229.92,232.4,13305300.0
2015-06-14,BTC,232.44,233.54,12165900.0
2015-06-15,BTC,233.42,236.82,19912100.0
2015-06-16,BTC,236.76,250.9,41612000.0
2015-06-17,BTC,250.82,249.28,43858400.0
2015-06-18,BTC,249.43,249.01,30980200.0
2015-06-19,BTC,249.04,244.61,23965300.0
2015-06-20,BTC,244.53,245.21,20608100.0
2015-06-21,BTC,245.1,243.94,10600900.0
2015-06-22,BTC,243.97,246.99,17692500.0
2015-06-23,BTC,246.93,244.3,15108700.0
2015-06-24,BTC,244.28,240.51,17344900.0
2015-06-25,BTC,240.37,242.8,16133100.0
2015-06-26,BTC,242.6,243.59,13983500.0
2015-06-27,BTC,243.55,250.99,20488600.0
2015-06-28,BTC,250.96,249.01,15137600.0
2015-06-29,BTC,248.72,257.06,34742900.0
2015-06-30,BTC,257.04,263.07,44533800.0
2015-07-01,BTC,263.35,258.62,27029800.0
2015-07-02,BTC,258.55,255.41,21551900.0
2015-07-03,BTC,255.46,256.34,19033800.0
2015-07-04,BTC,256.49,260.89,15620400.0
2015-07-05,BTC,260.8,271.91,44156100.0
2015-07-06,BTC,271.11,269.03,49154800.0
2015-07-07,BTC,269.96,266.21,28857600.0
2015-07-08,BTC,265.98,270.79,36980200.0
2015-07-09,BTC,270.83,269.23,40301200.0
2015-07-10,BTC,269.16,284.89,100390000.0
2015-07-11,BTC,284.88,293.11,41109900.0
2015-07-12,BTC,293.14,310.87,56405000.0
2015-07-13,BTC,310.83,292.05,62053900.0
2015-07-14,BTC,292.03,287.46,28727200.0
2015-07-15,BTC,288.05,285.83,27486600.0
2015-07-16,BTC,286.04,278.09,49482600.0
2015-07-17,BTC,278.09,279.47,27591400.0
2015-07-18,BTC,279.33,274.9,25187100.0
2015-07-19,BTC,274.77,273.61,15332500.0
2015-07-20,BTC,273.5,278.98,22711400.0
2015-07-21,BTC,278.88,275.83,22930700.0
2015-07-22,BTC,275.66,277.22,19389800.0
2015-07-23,BTC,277.34,276.05,18531300.0
2015-07-24,BTC,276.01,288.28,37199400.0
2015-07-25,BTC,288.16,288.7,20662200.0
2015-07-26,BTC,288.64,292.69,16032300.0
2015-07-27,BTC,292.64,293.62,30592000.0
2015-07-28,BTC,293.63,294.43,25453600.0
2015-07-29,BTC,294.48,289.59,24672600.0
2015-07-30,BTC,289.1,287.72,21635800.0
2015-07-31,BTC,287.7,284.65,23629100.0
2015-08-01,BTC,284.69,281.6,18995000.0
2015-08-02,BTC,280.45,282.61,17722200.0
2015-08-03,BTC,282.81,281.23,21474100.0
2015-08-04,BTC,281.23,285.22,21908700.0
2015-08-05,BTC,284.85,281.88,20128000.0
2015-08-06,BTC,281.91,278.58,18792100.0
2015-08-07,BTC,278.74,279.58,42484800.0
2015-08-08,BTC,279.74,261.0,58533000.0
2015-08-09,BTC,261.12,265.08,23789600.0
2015-08-10,BTC,265.48,264.47,20979400.0
2015-08-11,BTC,264.34,270.39,25433900.0
2015-08-12,BTC,270.6,266.38,26815400.0
2015-08-13,BTC,266.18,264.08,27685500.0
2015-08-14,BTC,264.13,265.68,27091200.0
2015-08-15,BTC,265.53,261.55,19321100.0
2015-08-16,BTC,261.87,258.51,29717000.0
2015-08-17,BTC,258.49,257.98,21617900.0
2015-08-18,BTC,257.93,211.08,42147200.0
2015-08-19,BTC,225.67,226.68,60869200.0
2015-08-20,BTC,226.9,235.35,32275000.0
2015-08-21,BTC,235.35,232.57,23173800.0
2015-08-22,BTC,232.66,230.39,23205900.0
2015-08-23,BTC,230.38,228.17,18406600.0
2015-08-24,BTC,228.11,210.49,59220700.0
2015-08-25,BTC,210.07,221.61,61089200.0
2015-08-26,BTC,222.08,225.83,31808000.0
2015-08-27,BTC,226.05,224.77,21905400.0
2015-08-28,BTC,224.7,231.4,31336600.0
2015-08-29,BTC,231.55,229.78,17142500.0
2015-08-30,BTC,229.9,228.76,19412600.0
2015-08-31,BTC,229.11,230.06,20710700.0
2015-09-01,BTC,230.26,228.12,20575200.0
2015-09-02,BTC,228.03,229.28,18760400.0
2015-09-03,BTC,229.32,227.18,17482000.0
2015-09-04,BTC,227.21,230.3,20962400.0
2015-09-05,BTC,230.2,235.02,20671400.0
2015-09-06,BTC,234.87,239.84,25473700.0
2015-09-07,BTC,239.93,239.85,21192200.0
2015-09-08,BTC,239.85,243.61,26879200.0
2015-09-09,BTC,243.41,238.17,23635700.0
2015-09-10,BTC,238.34,238.48,21215500.0
2015-09-11,BTC,238.33,240.11,19224700.0
2015-09-12,BTC,239.85,235.23,17962600.0
2015-09-13,BTC,235.24,230.51,18478800.0
2015-09-14,BTC,230.61,230.64,20997800.0
2015-09-15,BTC,230.49,230.3,19177800.0
2015-09-16,BTC,230.25,229.09,20144200.0
2015-09-17,BTC,229.08,229.81,18935400.0
2015-09-18,BTC,233.52,232.98,20242200.0
2015-09-19,BTC,232.86,231.49,12712600.0
2015-09-20,BTC,231.4,231.21,14444700.0
2015-09-21,BTC,231.22,227.09,19678800.0
2015-09-22,BTC,226.97,230.62,25009300.0
2015-09-23,BTC,230.94,230.28,17254100.0
2015-09-24,BTC,230.36,234.53,25097800.0
2015-09-25,BTC,234.36,235.14,22363600.0
2015-09-26,BTC,235.08,234.34,13724100.0
2015-09-27,BTC,234.14,232.76,14179900.0
2015-09-28,BTC,232.84,239.14,24713000.0
2015-09-29,BTC,239.02,236.69,22691300.0
2015-09-30,BTC,236.64,236.06,19743500.0
2015-10-01,BTC,236.0,237.55,20488800.0
2015-10-02,BTC,237.26,237.29,19677900.0
2015-10-03,BTC,237.2,238.73,16482700.0
2015-10-04,BTC,238.53,238.26,12999000.0
2015-10-05,BTC,238.15,240.38,23335900.0
2015-10-06,BTC,240.36,246.06,27535100.0
2015-10-07,BTC,246.17,242.97,22999200.0
2015-10-08,BTC,243.07,242.3,18515300.0
2015-10-09,BTC,242.5,243.93,17353100.0
2015-10-10,BTC,243.74,244.94,15912700.0
2015-10-11,BTC,244.74,247.05,16827300.0
2015-10-12,BTC,246.88,245.31,17388300.0
2015-10-13,BTC,245.2,249.51,28198500.0
2015-10-14,BTC,249.49,251.99,27462600.0
2015-10-15,BTC,252.11,254.32,25223500.0
2015-10-16,BTC,254.3,262.87,35901500.0
2015-10-17,BTC,262.75,270.64,43199600.0
2015-10-18,BTC,270.91,261.64,22434300.0
2015-10-19,BTC,261.86,263.44,25258800.0
2015-10-20,BTC,263.57,269.46,30889800.0
2015-10-21,BTC,269.31,266.27,25637300.0
2015-10-22,BTC,266.5,274.02,37808600.0
2015-10-23,BTC,273.65,276.5,29442500.0
2015-10-24,BTC,276.5,281.65,25942400.0
2015-10-25,BTC,281.45,283.68,45717100.0
2015-10-26,BTC,283.63,285.3,32108800.0
2015-10-27,BTC,285.18,293.79,46331800.0
2015-10-28,BTC,293.7,304.62,50808100.0
2015-10-29,BTC,304.32,313.86,64495900.0
2015-10-30,BTC,313.94,328.02,78305000.0
2015-10-31,BTC,328.51,314.17,48598100.0
2015-11-01,BTC,315.01,325.43,37001100.0
2015-11-02,BTC,325.94,361.19,101918000.0
2015-11-03,BTC,361.87,403.42,206162000.0
2015-11-04,BTC,403.66,411.56,263900000.0
2015-11-05,BTC,408.08,386.35,151824992.0
2015-11-06,BTC,388.05,374.47,122687000.0
2015-11-07,BTC,374.27,386.48,56625100.0
2015-11-08,BTC,384.28,373.37,51817600.0
2015-11-09,BTC,374.32,380.26,68224400.0
2015-11-10,BTC,379.98,336.82,95797904.0
2015-11-11,BTC,339.82,311.08,107070000.0
2015-11-12,BTC,314.08,338.15,78477800.0
2015-11-13,BTC,338.5,336.75,52003000.0
2015-11-14,BTC,336.62,332.91,38612000.0
2015-11-15,BTC,333.05,320.17,44213100.0
2015-11-16,BTC,319.73,330.75,47980100.0
2015-11-17,BTC,330.36,335.09,51001600.0
2015-11-18,BTC,334.59,334.59,43783800.0
2015-11-19,BTC,334.68,326.15,45011100.0
2015-11-20,BTC,326.41,322.02,53152900.0
2015-11-21,BTC,322.09,326.93,28200500.0
2015-11-22,BTC,326.98,324.54,23439400.0
2015-11-23,BTC,324.35,323.05,27478900.0
2015-11-24,BTC,323.01,320.05,29362600.0
2015-11-25,BTC,320.05,328.21,41666900.0
2015-11-26,BTC,328.3,352.68,106105000.0
2015-11-27,BTC,351.86,358.04,55179100.0
2015-11-28,BTC,357.14,357.38,36816600.0
2015-11-29,BTC,357.47,371.29,40409300.0
2015-11-30,BTC,371.44,377.32,71701600.0
2015-12-01,BTC,377.41,362.49,60452200.0
2015-12-02,BTC,361.85,359.19,54160500.0
2015-12-03,BTC,359.33,361.05,50714900.0
2015-12-04,BTC,361.26,363.18,35784100.0
2015-12-05,BTC,363.72,388.95,66282200.0
2015-12-06,BTC,389.55,388.78,77762000.0
2015-12-07,BTC,389.98,395.54,63455800.0
2015-12-08,BTC,395.75,415.56,57801400.0
2015-12-09,BTC,414.44,417.56,90917200.0
2015-12-10,BTC,417.99,415.48,52138900.0
2015-12-11,BTC,415.28,451.94,110944000.0
2015-12-12,BTC,452.33,435.0,131969000.0
2015-12-13,BTC,431.66,433.76,55050600.0
2015-12-14,BTC,433.27,444.18,130496000.0
2015-12-15,BTC,443.88,465.32,83121104.0
2015-12-16,BTC,465.21,454.93,107944000.0
2015-12-17,BTC,454.78,456.08,47978400.0
2015-12-18,BTC,455.85,463.62,60220100.0
2015-12-19,BTC,463.55,462.32,47892700.0
2015-12-20,BTC,462.23,442.68,75409400.0
2015-12-21,BTC,442.84,438.64,77639696.0
2015-12-22,BTC,437.44,436.57,50840400.0
2015-12-23,BTC,436.72,442.4,47161400.0
2015-12-24,BTC,443.09,454.98,57157200.0
2015-12-25,BTC,454.86,455.65,39078500.0
2015-12-26,BTC,455.76,417.27,116166000.0
2015-12-27,BTC,416.51,422.82,53591200.0
2015-12-28,BTC,423.34,422.28,49638600.0
2015-12-29,BTC,422.1,432.98,51596500.0
2015-12-30,BTC,433.3,426.62,46889400.0
2015-12-31,BTC,425.88,430.57,45996600.0
2016-01-01,BTC,430.72,434.33,36278900.0
2016-01-02,BTC,434.62,433.44,30096600.0
2016-01-03,BTC,433.58,430.01,39633800.0
2016-01-04,BTC,430.06,433.09,38477500.0
2016-01-05,BTC,433.07,431.96,34522600.0
2016-01-06,BTC,431.86,429.11,34042500.0
2016-01-07,BTC,430.01,458.05,87562200.0
2016-01-08,BTC,457.54,453.23,56993000.0
2016-01-09,BTC,453.38,447.61,32278000.0
2016-01-10,BTC,448.24,447.99,35995900.0
2016-01-11,BTC,448.7,448.43,40450000.0
2016-01-12,BTC,448.18,435.69,115607000.0
2016-01-13,BTC,434.67,432.37,173888000.0
2016-01-14,BTC,432.29,430.31,43945500.0
2016-01-15,BTC,430.26,364.33,153351008.0
2016-01-16,BTC,365.07,387.54,120352000.0
2016-01-17,BTC,387.15,382.3,45319600.0
2016-01-18,BTC,381.73,387.17,54403900.0
2016-01-19,BTC,387.03,380.15,46819800.0
2016-01-20,BTC,379.74,420.23,121720000.0
2016-01-21,BTC,419.63,410.26,68338000.0
2016-01-22,BTC,409.75,382.49,91546600.0
2016-01-23,BTC,382.43,387.49,56247400.0
2016-01-24,BTC,388.1,402.97,54824800.0
2016-01-25,BTC,402.32,391.73,59062400.0
2016-01-26,BTC,392.0,392.15,58147000.0
2016-01-27,BTC,392.44,394.97,47424400.0
2016-01-28,BTC,395.15,380.29,59247900.0
2016-01-29,BTC,380.11,379.47,86125296.0
2016-01-30,BTC,378.86,378.26,30284400.0
2016-01-31,BTC,378.29,368.77,37894300.0
2016-02-01,BTC,369.35,373.06,51656700.0
2016-02-02,BTC,372.92,374.45,40378700.0
2016-02-03,BTC,374.65,369.95,45933400.0
2016-02-04,BTC,370.17,389.59,69285504.0
2016-02-05,BTC,388.9,386.55,43825000.0
2016-02-06,BTC,386.59,376.52,49249300.0
2016-02-07,BTC,376.51,376.62,37076300.0
2016-02-08,BTC,376.76,373.45,47671100.0
2016-02-09,BTC,373.42,376.03,55318500.0
2016-02-10,BTC,376.15,381.65,85130896.0
2016-02-11,BTC,382.11,379.65,74375600.0
2016-02-12,BTC,379.69,384.26,67042800.0
2016-02-13,BTC,384.64,391.86,61911700.0
2016-02-14,BTC,392.93,407.23,74469800.0
2016-02-15,BTC,407.57,400.18,74070496.0
2016-02-16,BTC,401.43,407.49,73093104.0
2016-02-17,BTC,407.66,416.32,83193600.0
2016-02-18,BTC,416.57,422.37,76752600.0
2016-02-19,BTC,422.73,420.79,55711300.0
2016-02-20,BTC,421.6,437.16,93992096.0
2016-02-21,BTC,437.77,438.8,89820704.0
2016-02-22,BTC,438.99,437.75,85385200.0
2016-02-23,BTC,438.26,420.74,85244896.0
2016-02-24,BTC,420.96,424.95,67743696.0
2016-02-25,BTC,425.04,424.54,70798000.0
2016-02-26,BTC,424.63,432.15,61486000.0
2016-02-27,BTC,432.84,432.52,41893600.0
2016-02-28,BTC,432.57,433.5,53033400.0
2016-02-29,BTC,433.44,437.7,60694700.0
2016-03-01,BTC,437.92,435.12,74895800.0
2016-03-02,BTC,435.13,423.99,74955296.0
2016-03-03,BTC,423.91,421.65,100484000.0
2016-03-04,BTC,421.84,410.94,90856096.0
2016-03-05,BTC,410.78,400.57,135384992.0
2016-03-06,BTC,400.52,407.71,91212496.0
2016-03-07,BTC,407.76,414.32,85762400.0
2016-03-08,BTC,414.46,413.97,70311696.0
2016-03-09,BTC,413.89,414.86,70012304.0
2016-03-10,BTC,414.74,417.13,81022896.0
2016-03-11,BTC,417.24,421.69,73969696.0
2016-03-12,BTC,421.61,411.62,92712896.0
2016-03-13,BTC,411.65,414.07,74322800.0
2016-03-14,BTC,414.2,416.44,95259400.0
2016-03-15,BTC,416.39,416.83,66781700.0
2016-03-16,BTC,416.89,417.01,65185800.0
2016-03-17,BTC,417.89,420.62,83528600.0
2016-03-18,BTC,420.55,409.55,104940000.0
2016-03-19,BTC,409.27,410.44,58423000.0
2016-03-20,BTC,410.4,413.76,45947900.0
2016-03-21,BTC,413.42,413.31,61655400.0
2016-03-22,BTC,413.13,418.09,66813300.0
2016-03-23,BTC,418.16,418.04,61444200.0
2016-03-24,BTC,418.42,416.39,68346704.0
2016-03-25,BTC,416.51,417.18,52560000.0
2016-03-26,BTC,417.36,417.95,44650400.0
2016-03-27,BTC,418.14,426.77,71229400.0
